posting_id,posting_date,date_key,account_code,account_name,account_type,entry_type,amount,currency,reference
2282,"2025-01-22",20250122,"OPEX-300","Marketing & Advertising","Expense","Debit",962.39,"GBP","GL-2025-002282"
2283,"2025-01-24",20250124,"REV-100","Operating Revenue","Revenue","Credit",868.39,"GBP","GL-2025-002283"
2284,"2026-03-16",20260316,"OPEX-100","Salaries & Payroll","Expense","Debit",3802.23,"GBP","GL-2025-002284"
2285,"2024-01-15",20240115,"REV-100","Operating Revenue","Revenue","Credit",4473.56,"GBP","GL-2025-002285"
2286,"2025-12-20",20251220,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2023.04,"GBP","GL-2025-002286"
2287,"2025-12-14",20251214,"OPEX-100","Salaries & Payroll","Expense","Debit",4125.03,"GBP","GL-2025-002287"
2288,"2025-09-05",20250905,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4468.75,"GBP","GL-2025-002288"
2289,"2024-07-15",20240715,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",747.1,"GBP","GL-2025-002289"
2290,"2024-03-17",20240317,"OPEX-100","Salaries & Payroll","Expense","Debit",4866.97,"GBP","GL-2025-002290"
2291,"2024-03-12",20240312,"OPEX-100","Salaries & Payroll","Expense","Debit",3453.81,"GBP","GL-2025-002291"
2292,"2025-10-25",20251025,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3620.92,"GBP","GL-2025-002292"
2293,"2025-11-25",20251125,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4363.68,"GBP","GL-2025-002293"
2294,"2025-04-14",20250414,"COGS-100","Direct Material Costs","COGS","Debit",4829.38,"GBP","GL-2025-002294"
2295,"2025-04-09",20250409,"REV-100","Operating Revenue","Revenue","Credit",197.44,"GBP","GL-2025-002295"
2296,"2024-02-09",20240209,"COGS-100","Direct Material Costs","COGS","Debit",4378.06,"GBP","GL-2025-002296"
2297,"2025-09-17",20250917,"REV-100","Operating Revenue","Revenue","Credit",1927.93,"GBP","GL-2025-002297"
2298,"2025-09-22",20250922,"OPEX-200","Office Lease & Utilities","Expense","Debit",869.44,"GBP","GL-2025-002298"
2299,"2024-02-01",20240201,"TAX-100","Corporate & VAT Tax","Tax","Debit",293.98,"GBP","GL-2025-002299"
2300,"2025-03-16",20250316,"REV-200","Services Revenue","Revenue","Credit",4680.44,"GBP","GL-2025-002300"
2301,"2025-10-22",20251022,"COGS-200","Third-Party Infrastructure","COGS","Debit",2763.29,"GBP","GL-2025-002301"
2302,"2025-09-25",20250925,"OPEX-100","Salaries & Payroll","Expense","Debit",3854.78,"GBP","GL-2025-002302"
2303,"2024-10-08",20241008,"COGS-200","Third-Party Infrastructure","COGS","Debit",4566.01,"GBP","GL-2025-002303"
2304,"2025-07-16",20250716,"REV-200","Services Revenue","Revenue","Credit",4961.4,"GBP","GL-2025-002304"
2305,"2024-06-04",20240604,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3657.29,"GBP","GL-2025-002305"
2306,"2025-10-03",20251003,"OPEX-100","Salaries & Payroll","Expense","Debit",2740.4,"GBP","GL-2025-002306"
2307,"2024-12-11",20241211,"TAX-100","Corporate & VAT Tax","Tax","Debit",697.99,"GBP","GL-2025-002307"
2308,"2026-03-12",20260312,"TAX-100","Corporate & VAT Tax","Tax","Debit",1360.93,"GBP","GL-2025-002308"
2309,"2025-12-25",20251225,"OPEX-200","Office Lease & Utilities","Expense","Debit",2883.11,"GBP","GL-2025-002309"
2310,"2024-11-24",20241124,"TAX-100","Corporate & VAT Tax","Tax","Debit",5026.04,"GBP","GL-2025-002310"
2311,"2025-05-19",20250519,"COGS-200","Third-Party Infrastructure","COGS","Debit",3583.41,"GBP","GL-2025-002311"
2312,"2026-03-30",20260330,"OPEX-100","Salaries & Payroll","Expense","Debit",1723.83,"GBP","GL-2025-002312"
2313,"2024-12-10",20241210,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",593.96,"GBP","GL-2025-002313"
2314,"2025-08-28",20250828,"REV-100","Operating Revenue","Revenue","Credit",4612.82,"GBP","GL-2025-002314"
2315,"2026-06-24",20260624,"OPEX-300","Marketing & Advertising","Expense","Debit",3468.54,"GBP","GL-2025-002315"
2316,"2025-03-24",20250324,"OPEX-100","Salaries & Payroll","Expense","Debit",4353.53,"GBP","GL-2025-002316"
2317,"2026-04-10",20260410,"COGS-200","Third-Party Infrastructure","COGS","Debit",3278.33,"GBP","GL-2025-002317"
2318,"2025-08-19",20250819,"OPEX-100","Salaries & Payroll","Expense","Debit",3676.01,"GBP","GL-2025-002318"
2319,"2025-02-21",20250221,"COGS-100","Direct Material Costs","COGS","Debit",1978.52,"GBP","GL-2025-002319"
2320,"2026-05-14",20260514,"OPEX-200","Office Lease & Utilities","Expense","Debit",3596.22,"GBP","GL-2025-002320"
2321,"2024-04-16",20240416,"TAX-100","Corporate & VAT Tax","Tax","Debit",1623.38,"GBP","GL-2025-002321"
2322,"2024-11-28",20241128,"COGS-100","Direct Material Costs","COGS","Debit",1836.41,"GBP","GL-2025-002322"
2323,"2024-06-27",20240627,"OPEX-300","Marketing & Advertising","Expense","Debit",2518.84,"GBP","GL-2025-002323"
2324,"2024-12-06",20241206,"OPEX-200","Office Lease & Utilities","Expense","Debit",4530.61,"GBP","GL-2025-002324"
2325,"2026-05-12",20260512,"OPEX-300","Marketing & Advertising","Expense","Debit",1256.96,"GBP","GL-2025-002325"
2326,"2024-09-05",20240905,"COGS-200","Third-Party Infrastructure","COGS","Debit",1427.85,"GBP","GL-2025-002326"
2327,"2025-08-31",20250831,"REV-100","Operating Revenue","Revenue","Credit",2837.2,"GBP","GL-2025-002327"
2328,"2025-08-04",20250804,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2533.33,"GBP","GL-2025-002328"
2329,"2025-11-23",20251123,"TAX-100","Corporate & VAT Tax","Tax","Debit",4704.27,"GBP","GL-2025-002329"
2330,"2024-04-10",20240410,"REV-100","Operating Revenue","Revenue","Credit",2752.24,"GBP","GL-2025-002330"
2331,"2024-03-17",20240317,"COGS-200","Third-Party Infrastructure","COGS","Debit",1304.35,"GBP","GL-2025-002331"
2332,"2025-06-22",20250622,"REV-100","Operating Revenue","Revenue","Credit",3727.86,"GBP","GL-2025-002332"
2333,"2025-04-05",20250405,"REV-100","Operating Revenue","Revenue","Credit",1050.98,"GBP","GL-2025-002333"
2334,"2024-09-16",20240916,"COGS-200","Third-Party Infrastructure","COGS","Debit",4758.59,"GBP","GL-2025-002334"
2335,"2025-10-05",20251005,"COGS-200","Third-Party Infrastructure","COGS","Debit",1289.19,"GBP","GL-2025-002335"
2336,"2025-01-06",20250106,"REV-200","Services Revenue","Revenue","Credit",1887.26,"GBP","GL-2025-002336"
2337,"2025-11-04",20251104,"COGS-100","Direct Material Costs","COGS","Debit",1836.84,"GBP","GL-2025-002337"
2338,"2026-04-26",20260426,"REV-200","Services Revenue","Revenue","Credit",2716.24,"GBP","GL-2025-002338"
2339,"2024-03-11",20240311,"TAX-100","Corporate & VAT Tax","Tax","Debit",248.83,"GBP","GL-2025-002339"
2340,"2025-02-23",20250223,"REV-100","Operating Revenue","Revenue","Credit",3653.95,"GBP","GL-2025-002340"
2341,"2024-09-01",20240901,"REV-200","Services Revenue","Revenue","Credit",3799.86,"GBP","GL-2025-002341"
2342,"2025-03-14",20250314,"OPEX-200","Office Lease & Utilities","Expense","Debit",548.74,"GBP","GL-2025-002342"
2343,"2025-10-21",20251021,"COGS-100","Direct Material Costs","COGS","Debit",3077.95,"GBP","GL-2025-002343"
2344,"2026-05-03",20260503,"COGS-200","Third-Party Infrastructure","COGS","Debit",4061.61,"GBP","GL-2025-002344"
2345,"2025-07-31",20250731,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4289.47,"GBP","GL-2025-002345"
2346,"2024-09-05",20240905,"REV-200","Services Revenue","Revenue","Credit",2945.62,"GBP","GL-2025-002346"
2347,"2024-12-22",20241222,"OPEX-200","Office Lease & Utilities","Expense","Debit",611.15,"GBP","GL-2025-002347"
2348,"2024-10-29",20241029,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2841.54,"GBP","GL-2025-002348"
2349,"2024-03-21",20240321,"REV-100","Operating Revenue","Revenue","Credit",3986.77,"GBP","GL-2025-002349"
2350,"2025-06-19",20250619,"OPEX-300","Marketing & Advertising","Expense","Debit",1286.96,"GBP","GL-2025-002350"
2351,"2026-01-08",20260108,"TAX-100","Corporate & VAT Tax","Tax","Debit",2918.36,"GBP","GL-2025-002351"
2352,"2026-05-19",20260519,"COGS-100","Direct Material Costs","COGS","Debit",2039.06,"GBP","GL-2025-002352"
2353,"2026-03-20",20260320,"TAX-100","Corporate & VAT Tax","Tax","Debit",2551.12,"GBP","GL-2025-002353"
2354,"2026-01-01",20260101,"REV-200","Services Revenue","Revenue","Credit",4869.12,"GBP","GL-2025-002354"
2355,"2025-11-29",20251129,"REV-100","Operating Revenue","Revenue","Credit",4764.47,"GBP","GL-2025-002355"
2356,"2026-02-22",20260222,"OPEX-200","Office Lease & Utilities","Expense","Debit",5070.68,"GBP","GL-2025-002356"
2357,"2025-12-01",20251201,"REV-200","Services Revenue","Revenue","Credit",4926.91,"GBP","GL-2025-002357"
2358,"2024-10-12",20241012,"REV-100","Operating Revenue","Revenue","Credit",3607.38,"GBP","GL-2025-002358"
2359,"2025-09-10",20250910,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",188.81,"GBP","GL-2025-002359"
2360,"2024-12-22",20241222,"REV-100","Operating Revenue","Revenue","Credit",208.51,"GBP","GL-2025-002360"
2361,"2025-11-08",20251108,"COGS-200","Third-Party Infrastructure","COGS","Debit",1756.69,"GBP","GL-2025-002361"
2362,"2025-07-30",20250730,"REV-100","Operating Revenue","Revenue","Credit",1183.23,"GBP","GL-2025-002362"
2363,"2024-02-15",20240215,"OPEX-300","Marketing & Advertising","Expense","Debit",3689.83,"GBP","GL-2025-002363"
2364,"2025-05-06",20250506,"REV-200","Services Revenue","Revenue","Credit",2118.44,"GBP","GL-2025-002364"
2365,"2024-09-07",20240907,"TAX-100","Corporate & VAT Tax","Tax","Debit",4822.55,"GBP","GL-2025-002365"
2366,"2024-08-24",20240824,"TAX-100","Corporate & VAT Tax","Tax","Debit",4708.59,"GBP","GL-2025-002366"
2367,"2026-01-20",20260120,"REV-200","Services Revenue","Revenue","Credit",4599.73,"GBP","GL-2025-002367"
2368,"2025-02-03",20250203,"OPEX-300","Marketing & Advertising","Expense","Debit",2858.49,"GBP","GL-2025-002368"
2369,"2026-04-30",20260430,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3687.51,"GBP","GL-2025-002369"
2370,"2025-04-10",20250410,"COGS-100","Direct Material Costs","COGS","Debit",3897.95,"GBP","GL-2025-002370"
2371,"2024-07-28",20240728,"COGS-100","Direct Material Costs","COGS","Debit",4829.5,"GBP","GL-2025-002371"
2372,"2025-06-11",20250611,"TAX-100","Corporate & VAT Tax","Tax","Debit",1641.48,"GBP","GL-2025-002372"
2373,"2026-03-30",20260330,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2989.89,"GBP","GL-2025-002373"
2374,"2025-11-19",20251119,"REV-200","Services Revenue","Revenue","Credit",1945.72,"GBP","GL-2025-002374"
2375,"2025-12-24",20251224,"OPEX-200","Office Lease & Utilities","Expense","Debit",1310.6,"GBP","GL-2025-002375"
2376,"2025-09-13",20250913,"OPEX-100","Salaries & Payroll","Expense","Debit",294.84,"GBP","GL-2025-002376"
2377,"2025-03-01",20250301,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4921.45,"GBP","GL-2025-002377"
2378,"2024-08-01",20240801,"OPEX-200","Office Lease & Utilities","Expense","Debit",2709.94,"GBP","GL-2025-002378"
2379,"2026-03-14",20260314,"REV-100","Operating Revenue","Revenue","Credit",1435.72,"GBP","GL-2025-002379"
2380,"2026-04-19",20260419,"OPEX-100","Salaries & Payroll","Expense","Debit",4076.45,"GBP","GL-2025-002380"
2381,"2024-06-13",20240613,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3230.55,"GBP","GL-2025-002381"
2382,"2024-10-04",20241004,"TAX-100","Corporate & VAT Tax","Tax","Debit",314.7,"GBP","GL-2025-002382"
2383,"2024-01-08",20240108,"COGS-200","Third-Party Infrastructure","COGS","Debit",1360.56,"GBP","GL-2025-002383"
2384,"2024-05-26",20240526,"COGS-100","Direct Material Costs","COGS","Debit",1649.46,"GBP","GL-2025-002384"
2385,"2026-02-17",20260217,"REV-200","Services Revenue","Revenue","Credit",242.8,"GBP","GL-2025-002385"
2386,"2024-02-09",20240209,"OPEX-100","Salaries & Payroll","Expense","Debit",4816.04,"GBP","GL-2025-002386"
2387,"2026-06-22",20260622,"COGS-200","Third-Party Infrastructure","COGS","Debit",4328.15,"GBP","GL-2025-002387"
2388,"2025-07-08",20250708,"REV-200","Services Revenue","Revenue","Credit",111.63,"GBP","GL-2025-002388"
2389,"2024-08-14",20240814,"REV-200","Services Revenue","Revenue","Credit",2543.89,"GBP","GL-2025-002389"
2390,"2025-12-20",20251220,"COGS-100","Direct Material Costs","COGS","Debit",2270.72,"GBP","GL-2025-002390"
2391,"2026-04-13",20260413,"COGS-200","Third-Party Infrastructure","COGS","Debit",1359.4,"GBP","GL-2025-002391"
2392,"2025-04-17",20250417,"OPEX-300","Marketing & Advertising","Expense","Debit",2916.77,"GBP","GL-2025-002392"
2393,"2025-07-04",20250704,"OPEX-100","Salaries & Payroll","Expense","Debit",3753.97,"GBP","GL-2025-002393"
2394,"2024-08-30",20240830,"REV-200","Services Revenue","Revenue","Credit",4893.57,"GBP","GL-2025-002394"
2395,"2024-06-08",20240608,"OPEX-200","Office Lease & Utilities","Expense","Debit",3668.4,"GBP","GL-2025-002395"
2396,"2026-04-30",20260430,"COGS-200","Third-Party Infrastructure","COGS","Debit",3778.92,"GBP","GL-2025-002396"
2397,"2024-12-25",20241225,"REV-200","Services Revenue","Revenue","Credit",3567.94,"GBP","GL-2025-002397"
2398,"2024-11-01",20241101,"OPEX-300","Marketing & Advertising","Expense","Debit",609.6,"GBP","GL-2025-002398"
2399,"2026-05-04",20260504,"OPEX-300","Marketing & Advertising","Expense","Debit",385.1,"GBP","GL-2025-002399"
2400,"2026-05-27",20260527,"OPEX-100","Salaries & Payroll","Expense","Debit",3519.98,"GBP","GL-2025-002400"
2401,"2024-03-06",20240306,"COGS-200","Third-Party Infrastructure","COGS","Debit",4565.39,"GBP","GL-2025-002401"
2402,"2026-03-08",20260308,"COGS-100","Direct Material Costs","COGS","Debit",3136.77,"GBP","GL-2025-002402"
2403,"2026-02-10",20260210,"OPEX-300","Marketing & Advertising","Expense","Debit",4959.7,"GBP","GL-2025-002403"
2404,"2024-08-30",20240830,"OPEX-300","Marketing & Advertising","Expense","Debit",1551.29,"GBP","GL-2025-002404"
2405,"2024-09-22",20240922,"REV-100","Operating Revenue","Revenue","Credit",2576.41,"GBP","GL-2025-002405"
2406,"2025-09-25",20250925,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4575.67,"GBP","GL-2025-002406"
2407,"2026-03-13",20260313,"OPEX-100","Salaries & Payroll","Expense","Debit",4014.57,"GBP","GL-2025-002407"
2408,"2025-12-09",20251209,"COGS-100","Direct Material Costs","COGS","Debit",4849.52,"GBP","GL-2025-002408"
2409,"2025-03-10",20250310,"COGS-200","Third-Party Infrastructure","COGS","Debit",327.97,"GBP","GL-2025-002409"
2410,"2024-12-02",20241202,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3036.25,"GBP","GL-2025-002410"
2411,"2026-02-13",20260213,"COGS-200","Third-Party Infrastructure","COGS","Debit",4336.13,"GBP","GL-2025-002411"
2412,"2025-02-09",20250209,"TAX-100","Corporate & VAT Tax","Tax","Debit",208.71,"GBP","GL-2025-002412"
2413,"2025-08-08",20250808,"TAX-100","Corporate & VAT Tax","Tax","Debit",1139.77,"GBP","GL-2025-002413"
2414,"2025-10-04",20251004,"REV-100","Operating Revenue","Revenue","Credit",1295.88,"GBP","GL-2025-002414"
2415,"2025-09-03",20250903,"REV-200","Services Revenue","Revenue","Credit",4143.9,"GBP","GL-2025-002415"
2416,"2025-07-03",20250703,"REV-200","Services Revenue","Revenue","Credit",4327.75,"GBP","GL-2025-002416"
2417,"2025-09-01",20250901,"OPEX-200","Office Lease & Utilities","Expense","Debit",4767.6,"GBP","GL-2025-002417"
2418,"2024-02-13",20240213,"OPEX-100","Salaries & Payroll","Expense","Debit",616.48,"GBP","GL-2025-002418"
2419,"2025-05-26",20250526,"COGS-200","Third-Party Infrastructure","COGS","Debit",1643.25,"GBP","GL-2025-002419"
2420,"2024-08-24",20240824,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",324.36,"GBP","GL-2025-002420"
2421,"2025-12-01",20251201,"REV-200","Services Revenue","Revenue","Credit",3240.4,"GBP","GL-2025-002421"
2422,"2024-08-30",20240830,"OPEX-100","Salaries & Payroll","Expense","Debit",2565.62,"GBP","GL-2025-002422"
2423,"2024-12-02",20241202,"REV-200","Services Revenue","Revenue","Credit",551.87,"GBP","GL-2025-002423"
2424,"2024-05-26",20240526,"REV-200","Services Revenue","Revenue","Credit",4041.79,"GBP","GL-2025-002424"
2425,"2024-08-29",20240829,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1497.15,"GBP","GL-2025-002425"
2426,"2024-12-07",20241207,"OPEX-200","Office Lease & Utilities","Expense","Debit",1952.86,"GBP","GL-2025-002426"
2427,"2025-09-09",20250909,"OPEX-100","Salaries & Payroll","Expense","Debit",2686.57,"GBP","GL-2025-002427"
2428,"2025-07-16",20250716,"COGS-100","Direct Material Costs","COGS","Debit",403.88,"GBP","GL-2025-002428"
2429,"2024-09-01",20240901,"OPEX-100","Salaries & Payroll","Expense","Debit",2074.92,"GBP","GL-2025-002429"
2430,"2026-03-03",20260303,"OPEX-300","Marketing & Advertising","Expense","Debit",4656.77,"GBP","GL-2025-002430"
2431,"2025-02-27",20250227,"OPEX-100","Salaries & Payroll","Expense","Debit",2616.79,"GBP","GL-2025-002431"
2432,"2025-10-25",20251025,"OPEX-200","Office Lease & Utilities","Expense","Debit",221.91,"GBP","GL-2025-002432"
2433,"2025-07-26",20250726,"REV-100","Operating Revenue","Revenue","Credit",1813.5,"GBP","GL-2025-002433"
2434,"2024-09-19",20240919,"OPEX-300","Marketing & Advertising","Expense","Debit",3390.73,"GBP","GL-2025-002434"
2435,"2024-10-09",20241009,"OPEX-100","Salaries & Payroll","Expense","Debit",532.99,"GBP","GL-2025-002435"
2436,"2025-06-29",20250629,"TAX-100","Corporate & VAT Tax","Tax","Debit",3818.11,"GBP","GL-2025-002436"
2437,"2024-06-04",20240604,"OPEX-100","Salaries & Payroll","Expense","Debit",790.17,"GBP","GL-2025-002437"
2438,"2026-06-22",20260622,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1091.01,"GBP","GL-2025-002438"
2439,"2026-05-24",20260524,"TAX-100","Corporate & VAT Tax","Tax","Debit",4880.83,"GBP","GL-2025-002439"
2440,"2024-07-25",20240725,"TAX-100","Corporate & VAT Tax","Tax","Debit",532.84,"GBP","GL-2025-002440"
2441,"2025-07-06",20250706,"OPEX-100","Salaries & Payroll","Expense","Debit",3399.17,"GBP","GL-2025-002441"
2442,"2024-07-01",20240701,"OPEX-300","Marketing & Advertising","Expense","Debit",1930.44,"GBP","GL-2025-002442"
2443,"2024-09-12",20240912,"OPEX-100","Salaries & Payroll","Expense","Debit",2303.2,"GBP","GL-2025-002443"
2444,"2026-05-25",20260525,"TAX-100","Corporate & VAT Tax","Tax","Debit",1423.72,"GBP","GL-2025-002444"
2445,"2024-03-04",20240304,"REV-100","Operating Revenue","Revenue","Credit",3064.36,"GBP","GL-2025-002445"
2446,"2025-02-11",20250211,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4500.81,"GBP","GL-2025-002446"
2447,"2024-01-27",20240127,"TAX-100","Corporate & VAT Tax","Tax","Debit",4082.63,"GBP","GL-2025-002447"
2448,"2025-04-10",20250410,"COGS-100","Direct Material Costs","COGS","Debit",2233.96,"GBP","GL-2025-002448"
2449,"2025-03-12",20250312,"OPEX-300","Marketing & Advertising","Expense","Debit",2492.22,"GBP","GL-2025-002449"
2450,"2025-10-16",20251016,"OPEX-100","Salaries & Payroll","Expense","Debit",1685.53,"GBP","GL-2025-002450"
2451,"2026-03-25",20260325,"OPEX-200","Office Lease & Utilities","Expense","Debit",4293.7,"GBP","GL-2025-002451"
2452,"2026-06-22",20260622,"COGS-100","Direct Material Costs","COGS","Debit",2392.49,"GBP","GL-2025-002452"
2453,"2024-02-05",20240205,"OPEX-100","Salaries & Payroll","Expense","Debit",2743.82,"GBP","GL-2025-002453"
2454,"2025-05-24",20250524,"REV-200","Services Revenue","Revenue","Credit",1354.78,"GBP","GL-2025-002454"
2455,"2026-05-19",20260519,"COGS-200","Third-Party Infrastructure","COGS","Debit",3290.76,"GBP","GL-2025-002455"
2456,"2024-09-10",20240910,"COGS-200","Third-Party Infrastructure","COGS","Debit",2371.43,"GBP","GL-2025-002456"
2457,"2024-02-21",20240221,"TAX-100","Corporate & VAT Tax","Tax","Debit",3750.93,"GBP","GL-2025-002457"
2458,"2026-03-18",20260318,"TAX-100","Corporate & VAT Tax","Tax","Debit",460.46,"GBP","GL-2025-002458"
2459,"2026-06-02",20260602,"OPEX-300","Marketing & Advertising","Expense","Debit",1917.43,"GBP","GL-2025-002459"
2460,"2026-06-29",20260629,"OPEX-100","Salaries & Payroll","Expense","Debit",2895.17,"GBP","GL-2025-002460"
2461,"2024-01-02",20240102,"TAX-100","Corporate & VAT Tax","Tax","Debit",815.89,"GBP","GL-2025-002461"
2462,"2026-01-03",20260103,"COGS-200","Third-Party Infrastructure","COGS","Debit",1814.81,"GBP","GL-2025-002462"
2463,"2024-05-16",20240516,"REV-200","Services Revenue","Revenue","Credit",214.1,"GBP","GL-2025-002463"
2464,"2024-06-29",20240629,"OPEX-200","Office Lease & Utilities","Expense","Debit",4952.46,"GBP","GL-2025-002464"
2465,"2024-09-24",20240924,"OPEX-100","Salaries & Payroll","Expense","Debit",2854.59,"GBP","GL-2025-002465"
2466,"2024-04-20",20240420,"OPEX-200","Office Lease & Utilities","Expense","Debit",714.65,"GBP","GL-2025-002466"
2467,"2024-02-05",20240205,"TAX-100","Corporate & VAT Tax","Tax","Debit",1960.85,"GBP","GL-2025-002467"
2468,"2026-02-02",20260202,"COGS-100","Direct Material Costs","COGS","Debit",2684.01,"GBP","GL-2025-002468"
2469,"2024-12-11",20241211,"COGS-100","Direct Material Costs","COGS","Debit",2920.82,"GBP","GL-2025-002469"
2470,"2026-01-31",20260131,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3663.04,"GBP","GL-2025-002470"
2471,"2024-05-27",20240527,"OPEX-200","Office Lease & Utilities","Expense","Debit",1796.59,"GBP","GL-2025-002471"
2472,"2025-12-22",20251222,"OPEX-100","Salaries & Payroll","Expense","Debit",2189.14,"GBP","GL-2025-002472"
2473,"2024-09-06",20240906,"OPEX-200","Office Lease & Utilities","Expense","Debit",320.62,"GBP","GL-2025-002473"
2474,"2025-12-20",20251220,"OPEX-200","Office Lease & Utilities","Expense","Debit",3076.78,"GBP","GL-2025-002474"
2475,"2024-07-11",20240711,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",973.86,"GBP","GL-2025-002475"
2476,"2025-06-14",20250614,"COGS-200","Third-Party Infrastructure","COGS","Debit",261.29,"GBP","GL-2025-002476"
2477,"2024-06-26",20240626,"REV-200","Services Revenue","Revenue","Credit",3992.01,"GBP","GL-2025-002477"
2478,"2025-09-16",20250916,"REV-100","Operating Revenue","Revenue","Credit",2849.49,"GBP","GL-2025-002478"
2479,"2026-01-23",20260123,"OPEX-100","Salaries & Payroll","Expense","Debit",3508.07,"GBP","GL-2025-002479"
2480,"2024-12-02",20241202,"OPEX-100","Salaries & Payroll","Expense","Debit",3620.26,"GBP","GL-2025-002480"
2481,"2024-07-04",20240704,"REV-100","Operating Revenue","Revenue","Credit",613.9,"GBP","GL-2025-002481"
2482,"2026-03-21",20260321,"OPEX-200","Office Lease & Utilities","Expense","Debit",4340.98,"GBP","GL-2025-002482"
2483,"2024-05-16",20240516,"OPEX-200","Office Lease & Utilities","Expense","Debit",1119.73,"GBP","GL-2025-002483"
2484,"2024-11-06",20241106,"COGS-200","Third-Party Infrastructure","COGS","Debit",851.95,"GBP","GL-2025-002484"
2485,"2025-04-28",20250428,"TAX-100","Corporate & VAT Tax","Tax","Debit",1422.54,"GBP","GL-2025-002485"
2486,"2025-05-16",20250516,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2076.4,"GBP","GL-2025-002486"
2487,"2024-09-10",20240910,"TAX-100","Corporate & VAT Tax","Tax","Debit",878.23,"GBP","GL-2025-002487"
2488,"2024-08-28",20240828,"TAX-100","Corporate & VAT Tax","Tax","Debit",2765.98,"GBP","GL-2025-002488"
2489,"2024-07-12",20240712,"OPEX-100","Salaries & Payroll","Expense","Debit",3746.78,"GBP","GL-2025-002489"
2490,"2026-05-16",20260516,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",873,"GBP","GL-2025-002490"
2491,"2025-05-02",20250502,"COGS-200","Third-Party Infrastructure","COGS","Debit",1174.06,"GBP","GL-2025-002491"
2492,"2024-06-13",20240613,"REV-100","Operating Revenue","Revenue","Credit",3467.14,"GBP","GL-2025-002492"
2493,"2025-02-28",20250228,"OPEX-300","Marketing & Advertising","Expense","Debit",1562.92,"GBP","GL-2025-002493"
2494,"2026-05-03",20260503,"TAX-100","Corporate & VAT Tax","Tax","Debit",376.19,"GBP","GL-2025-002494"
2495,"2025-04-26",20250426,"TAX-100","Corporate & VAT Tax","Tax","Debit",3101.32,"GBP","GL-2025-002495"
2496,"2025-09-08",20250908,"TAX-100","Corporate & VAT Tax","Tax","Debit",3464.06,"GBP","GL-2025-002496"
2497,"2025-06-26",20250626,"REV-200","Services Revenue","Revenue","Credit",152.41,"GBP","GL-2025-002497"
2498,"2025-07-15",20250715,"OPEX-300","Marketing & Advertising","Expense","Debit",1479.96,"GBP","GL-2025-002498"
2499,"2024-01-27",20240127,"COGS-200","Third-Party Infrastructure","COGS","Debit",4088.42,"GBP","GL-2025-002499"
2500,"2024-05-11",20240511,"OPEX-200","Office Lease & Utilities","Expense","Debit",4640.59,"GBP","GL-2025-002500"
2501,"2026-04-20",20260420,"REV-200","Services Revenue","Revenue","Credit",1243.48,"GBP","GL-2025-002501"
2502,"2025-02-27",20250227,"OPEX-100","Salaries & Payroll","Expense","Debit",711.95,"GBP","GL-2025-002502"
2503,"2024-08-19",20240819,"OPEX-100","Salaries & Payroll","Expense","Debit",4898.07,"GBP","GL-2025-002503"
2504,"2026-06-03",20260603,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3910.48,"GBP","GL-2025-002504"
2505,"2024-07-12",20240712,"OPEX-200","Office Lease & Utilities","Expense","Debit",608.79,"GBP","GL-2025-002505"
2506,"2025-06-30",20250630,"OPEX-100","Salaries & Payroll","Expense","Debit",502.78,"GBP","GL-2025-002506"
2507,"2025-07-22",20250722,"COGS-100","Direct Material Costs","COGS","Debit",2744.31,"GBP","GL-2025-002507"
2508,"2025-12-29",20251229,"COGS-100","Direct Material Costs","COGS","Debit",4015.95,"GBP","GL-2025-002508"
2509,"2024-02-01",20240201,"COGS-100","Direct Material Costs","COGS","Debit",3157.5,"GBP","GL-2025-002509"
2510,"2026-03-05",20260305,"COGS-100","Direct Material Costs","COGS","Debit",3891.28,"GBP","GL-2025-002510"
2511,"2024-12-18",20241218,"OPEX-300","Marketing & Advertising","Expense","Debit",4833.01,"GBP","GL-2025-002511"
