customer_id,customer_code,pseudonymised_name,pseudonymised_email,region,customer_tier,created_at
192,"CUST-00192","Client_Hash_7f6e92350600fa5b","usr_713604ef3ce16eea@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
193,"CUST-00193","Client_Hash_57da3b42e3fc0d3f","usr_c5f59db8dc0b583f@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
194,"CUST-00194","Client_Hash_7e0795c8461fcd29","usr_47a50810a37a64b8@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
195,"CUST-00195","Client_Hash_f115c43db64005bf","usr_578b18fd497c3471@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
196,"CUST-00196","Client_Hash_bb200aa6bf5b407b","usr_5f2f04cfca89f201@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
197,"CUST-00197","Client_Hash_fe4dc9e54258d8e9","usr_6b9d549e75b6fb36@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
198,"CUST-00198","Client_Hash_d7878197ff171c6f","usr_9634b4ba5918a5f1@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
199,"CUST-00199","Client_Hash_63e1c8bfc5092c67","usr_44683e7390814114@anon.sme","London","Gold","2024-01-15 10:00:00"
200,"CUST-00200","Client_Hash_40850f16c65e5453","usr_873e728d9f178608@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
201,"CUST-00201","Client_Hash_f65f90ff08bb4ca3","usr_346ba74e84899143@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
202,"CUST-00202","Client_Hash_a5e094c44920d6a0","usr_ff6bfc9cb9edeadd@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
203,"CUST-00203","Client_Hash_a45c74cdcb4c65cc","usr_688d0d17d8ac4d4f@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
204,"CUST-00204","Client_Hash_7f40556ace1025be","usr_cbb8ff99ead7124f@anon.sme","London","Platinum","2024-01-15 10:00:00"
205,"CUST-00205","Client_Hash_04c55f81fc48482b","usr_8522009c3a966784@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
206,"CUST-00206","Client_Hash_5905be608e9955eb","usr_d470f619fb581a6b@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
207,"CUST-00207","Client_Hash_6628bfa38d5a3705","usr_cdd706630263d900@anon.sme","London","Silver","2024-01-15 10:00:00"
208,"CUST-00208","Client_Hash_d1dbee27fef28eaa","usr_1c516f7848589dae@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
209,"CUST-00209","Client_Hash_603c81fe1968f24b","usr_23167241d8f26cae@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
210,"CUST-00210","Client_Hash_9ce1efcf8ea15b35","usr_2e82c44f3d096633@anon.sme","London","Standard","2024-01-15 10:00:00"
211,"CUST-00211","Client_Hash_ba93638825834060","usr_098abdb10a9364d2@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
212,"CUST-00212","Client_Hash_38287cdd9bc08df7","usr_aae6d60038e12b77@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
213,"CUST-00213","Client_Hash_36337caf99a01897","usr_0544ba31ebeae014@anon.sme","London","Platinum","2024-01-15 10:00:00"
214,"CUST-00214","Client_Hash_8d2adacf7d31d89f","usr_051b955e843c9b75@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
215,"CUST-00215","Client_Hash_c32cfec5a2ba3632","usr_318ea5d1a26c25cf@anon.sme","London","Silver","2024-01-15 10:00:00"
216,"CUST-00216","Client_Hash_d4127d40cc1163a9","usr_154c23db706fb195@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
217,"CUST-00217","Client_Hash_54ad2b045bc69c1d","usr_f2faa5a560fef2d1@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
218,"CUST-00218","Client_Hash_774ea0a198bfae6b","usr_18249c0350b4c8cd@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
219,"CUST-00219","Client_Hash_cdfee233311236d3","usr_c56fb8c30cdf0af8@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
220,"CUST-00220","Client_Hash_b5095fda041461ff","usr_9a60eb9bb7898292@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
221,"CUST-00221","Client_Hash_94f552b8489f70e8","usr_affb21d9eeb6684d@anon.sme","London","Standard","2024-01-15 10:00:00"
222,"CUST-00222","Client_Hash_7ce93e0d98cc1c48","usr_572535f48eac1c62@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
223,"CUST-00223","Client_Hash_b3edad427053ee7c","usr_a7037cd9d239b248@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
224,"CUST-00224","Client_Hash_2f2c617b1ea8fcc9","usr_df3fcfca5e47fc7a@anon.sme","London","Gold","2024-01-15 10:00:00"
225,"CUST-00225","Client_Hash_7abf5b28f8a88de6","usr_e464ffba1e520db2@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
226,"CUST-00226","Client_Hash_f3d7aed40372d815","usr_39cc1dce2dd0e4af@anon.sme","London","Platinum","2024-01-15 10:00:00"
227,"CUST-00227","Client_Hash_a6c814d97ec70a37","usr_9a6911ea845a2ab8@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
228,"CUST-00228","Client_Hash_bae1a2e8efaae315","usr_74f8b3dc0a8d1a15@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
229,"CUST-00229","Client_Hash_a25cb4a046050477","usr_fd4ec4b444cc4ffa@anon.sme","London","Gold","2024-01-15 10:00:00"
230,"CUST-00230","Client_Hash_abcebd3fbdfbada8","usr_a45faa9bc5e8b25d@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
231,"CUST-00231","Client_Hash_6f65a89958b42e5d","usr_ef2b284c7475c5b8@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
232,"CUST-00232","Client_Hash_881f7b1c9d58d9ce","usr_59e6dd6b6e121f43@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
233,"CUST-00233","Client_Hash_f96ad3d66a8707bd","usr_4ee6e5cbd29cb24d@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
234,"CUST-00234","Client_Hash_e51d792568459bf4","usr_30bcdefff775db2c@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
235,"CUST-00235","Client_Hash_e2f08a4bed21dc26","usr_88c8117215687479@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
236,"CUST-00236","Client_Hash_2dd9e0834f77159c","usr_e602b4dab7b9d1cd@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
237,"CUST-00237","Client_Hash_71a51d4529889a9f","usr_8f02d8b5d7b24f2e@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
238,"CUST-00238","Client_Hash_829a095303036f76","usr_7db7f4f990be0dc4@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
239,"CUST-00239","Client_Hash_e78f50c0e02b0092","usr_9bcf9f18cc6f6a73@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
240,"CUST-00240","Client_Hash_570e8c768c860b87","usr_b0d84b3c8a895357@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
241,"CUST-00241","Client_Hash_b4d792b45a50e75c","usr_bddf1471f58ee935@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
242,"CUST-00242","Client_Hash_f22af2545e2761d1","usr_16da942d2915b3ce@anon.sme","London","Silver","2024-01-15 10:00:00"
243,"CUST-00243","Client_Hash_9e2bff0f9a4f9aeb","usr_d75f40d5a57de726@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
244,"CUST-00244","Client_Hash_3d9d926cbacf4862","usr_ee5eef4412e639fb@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
245,"CUST-00245","Client_Hash_5aad3b54f8fe51ed","usr_5c1fdd853708391b@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
246,"CUST-00246","Client_Hash_dd26f9bab38ec8c4","usr_a942081e80bde59f@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
247,"CUST-00247","Client_Hash_7deb9354e73aea10","usr_4fef9e8092d8f373@anon.sme","London","Gold","2024-01-15 10:00:00"
248,"CUST-00248","Client_Hash_75f624de529c305a","usr_f9bf8fdbeaa156e2@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
249,"CUST-00249","Client_Hash_dcf64b729c8cfc11","usr_8359262bc5874530@anon.sme","London","Standard","2024-01-15 10:00:00"
250,"CUST-00250","Client_Hash_530d9a8c16ad4b05","usr_6e3d322a7e7d3be7@anon.sme","London","Gold","2024-01-15 10:00:00"
251,"CUST-00251","Client_Hash_11f112b384f39488","usr_3ec254261545d599@anon.sme","London","Gold","2024-01-15 10:00:00"
252,"CUST-00252","Client_Hash_f1ac349ecb72bf73","usr_d2293947c6e54ee7@anon.sme","London","Platinum","2024-01-15 10:00:00"
253,"CUST-00253","Client_Hash_307889a5d1584236","usr_297d3f2d1f7ec6c6@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
254,"CUST-00254","Client_Hash_b5fd57e73b5a20f2","usr_eba39ef799a8d46d@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
255,"CUST-00255","Client_Hash_5786c4f974232485","usr_12ab03a0466c4ba8@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
256,"CUST-00256","Client_Hash_2319d6a6378743b4","usr_81d08d372c2dcaf6@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
257,"CUST-00257","Client_Hash_26393324eaef4e31","usr_ae09c2c7d65497d9@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
258,"CUST-00258","Client_Hash_e619d0f5f6e82142","usr_36956c3e059debb5@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
259,"CUST-00259","Client_Hash_6634c8188b3e14a0","usr_7fb52171d715016f@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
260,"CUST-00260","Client_Hash_100312b0d31e5db3","usr_59a45ec24e828300@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
261,"CUST-00261","Client_Hash_81211f1262a598d4","usr_9ae0454cc968e1f6@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
262,"CUST-00262","Client_Hash_3cfefd746ccb08bc","usr_32976c533d16e768@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
263,"CUST-00263","Client_Hash_d9cced4121d5207a","usr_1aa443287db47530@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
264,"CUST-00264","Client_Hash_e512cd8f797c4139","usr_facb88f386a733a7@anon.sme","London","Gold","2024-01-15 10:00:00"
265,"CUST-00265","Client_Hash_8ab8ac9dce33bca5","usr_00e420b75d5127ef@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
266,"CUST-00266","Client_Hash_ec7e8056b289811e","usr_c69d72f36263324b@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
267,"CUST-00267","Client_Hash_666ae35d586e2eba","usr_0ba0a9271eaa174b@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
268,"CUST-00268","Client_Hash_087f6fb2f35cd83d","usr_1547992ab62212ed@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
269,"CUST-00269","Client_Hash_06e8edc42a17f7d8","usr_cdae07e6d96579f2@anon.sme","London","Platinum","2024-01-15 10:00:00"
270,"CUST-00270","Client_Hash_be419d51fe36a51f","usr_cdbea5384d189b0b@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
271,"CUST-00271","Client_Hash_dd43b0adb3d53727","usr_fd3059cf1401d2bd@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
272,"CUST-00272","Client_Hash_b360508d47d385b2","usr_373cc591357432cc@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
273,"CUST-00273","Client_Hash_927d5f3db476ccb3","usr_eb5c29e52c3be2d0@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
274,"CUST-00274","Client_Hash_73827b6394d53e15","usr_a5c9296a9b74e8f0@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
275,"CUST-00275","Client_Hash_5ee7e963084b482d","usr_967a26e5e48ca469@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
276,"CUST-00276","Client_Hash_f0a4829b983670ef","usr_ed6cdf8fa46f3014@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
277,"CUST-00277","Client_Hash_9e835415bab00a66","usr_6595e474e8155ed1@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
278,"CUST-00278","Client_Hash_eaa1d823225be814","usr_c2fec4dbc7924cd2@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
279,"CUST-00279","Client_Hash_3b99bf8fb0f4bc4c","usr_f3e03ed21dffb85e@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
280,"CUST-00280","Client_Hash_211d57822ab71bd1","usr_3deb0445466f3cf7@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
281,"CUST-00281","Client_Hash_0a7777138ffa1813","usr_2d649167ff31e824@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
282,"CUST-00282","Client_Hash_7fd0c626f5f93b2e","usr_74c3871606feade4@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
283,"CUST-00283","Client_Hash_ea1b4cff9007fcde","usr_fb7fc09358fd5248@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
284,"CUST-00284","Client_Hash_bc663a4831954430","usr_0b700c37efd726e3@anon.sme","London","Gold","2024-01-15 10:00:00"
285,"CUST-00285","Client_Hash_0038a8b576dfd897","usr_7c9768bab6a7834d@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
286,"CUST-00286","Client_Hash_76c7aaed4e630c52","usr_385e594499c62f57@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
287,"CUST-00287","Client_Hash_6c3056afb038dc78","usr_ac83b2b4955f6b75@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
288,"CUST-00288","Client_Hash_1e5067f2b655f047","usr_239fcdca3f67a051@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
289,"CUST-00289","Client_Hash_6b63d32c1e2054b9","usr_271b16509a24bc66@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
290,"CUST-00290","Client_Hash_4e9d33466b37cd65","usr_410642d3eb6b162c@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
291,"CUST-00291","Client_Hash_4eda70f097f7771c","usr_438ed6901f5b8294@anon.sme","London","Platinum","2024-01-15 10:00:00"
292,"CUST-00292","Client_Hash_e2f36638c84d21f6","usr_68f07bdeb6c29220@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
293,"CUST-00293","Client_Hash_23b16c2f476626ec","usr_b91f283e72aa3e8e@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
294,"CUST-00294","Client_Hash_f664b6cf5c08cd6d","usr_07fe88228e94e941@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
295,"CUST-00295","Client_Hash_06b74496769796df","usr_c1d542d69cd6dbce@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
296,"CUST-00296","Client_Hash_9fc9bd6074df4d62","usr_90eb8cde9563ddef@anon.sme","London","Gold","2024-01-15 10:00:00"
297,"CUST-00297","Client_Hash_5e80ff32f5abee97","usr_90ecc3f36ceaf82a@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
298,"CUST-00298","Client_Hash_79b2457321bd0ca0","usr_27359185f5d57aca@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
299,"CUST-00299","Client_Hash_3353d081ee48bf32","usr_677d006fd1e09538@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
300,"CUST-00300","Client_Hash_82fc453991144a8f","usr_7d1f5c94bddafb24@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
301,"CUST-00301","Client_Hash_987ee53ca9ba977a","usr_1c0086c778f4a88c@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
302,"CUST-00302","Client_Hash_73ead4f2e892b4f7","usr_54505345480c76a8@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
303,"CUST-00303","Client_Hash_f1d06070ef463c91","usr_80640090ed5ad9bf@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
304,"CUST-00304","Client_Hash_4d81205fbd1805da","usr_1f9a36f0ed4c31b6@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
305,"CUST-00305","Client_Hash_460f7d7db1b899b4","usr_38b37776dbf9ee7f@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
306,"CUST-00306","Client_Hash_d7cce9c64f335eab","usr_c638ffa88efa7d48@anon.sme","London","Silver","2024-01-15 10:00:00"
307,"CUST-00307","Client_Hash_4ec4854b6934ce61","usr_78ac9a5ad56bd1e1@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
308,"CUST-00308","Client_Hash_a5b0c652b299a68a","usr_60c0d4157cc90463@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
309,"CUST-00309","Client_Hash_d83d4386412ce48e","usr_e9c084306c1e4c6c@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
310,"CUST-00310","Client_Hash_b00eca260aa4390d","usr_1a54fafe1db551be@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
311,"CUST-00311","Client_Hash_0f917a290e95d77f","usr_4233a9dc10abf5c3@anon.sme","London","Standard","2024-01-15 10:00:00"
312,"CUST-00312","Client_Hash_dade0b5bd69979fc","usr_efd7ea6a200a9ec4@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
313,"CUST-00313","Client_Hash_c3f1e56bdade56ea","usr_a80055d2208ee5a1@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
314,"CUST-00314","Client_Hash_c455a4fa6b57304d","usr_3210139c8b009556@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
315,"CUST-00315","Client_Hash_fcecbc29d96010da","usr_d5e3811d466ff288@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
316,"CUST-00316","Client_Hash_afb27d82da00f15b","usr_03ca91f873d1a90b@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
317,"CUST-00317","Client_Hash_a007560901f1f84b","usr_38db351ec77d7766@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
318,"CUST-00318","Client_Hash_9921d741d5a3b571","usr_35432c7f0d50ede5@anon.sme","London","Silver","2024-01-15 10:00:00"
319,"CUST-00319","Client_Hash_ce158c15d40ffe93","usr_15a270f25dccd02e@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
320,"CUST-00320","Client_Hash_ebd6ae3bd284bab7","usr_0dfb54ab06dbde71@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
321,"CUST-00321","Client_Hash_7dbb7dbd3b706737","usr_301d15123a4cd402@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
322,"CUST-00322","Client_Hash_c1408c768498a423","usr_b6cb734b39121668@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
323,"CUST-00323","Client_Hash_8da2248d7f3b10f9","usr_551e6537b29125c8@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
324,"CUST-00324","Client_Hash_e12d0a8ec0b1ebf8","usr_cea0db9a37f9c3f5@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
325,"CUST-00325","Client_Hash_4ef7a327ab3363fc","usr_4032f7b9445b2f8a@anon.sme","London","Platinum","2024-01-15 10:00:00"
326,"CUST-00326","Client_Hash_b0f712059eef0758","usr_e58045d107b450a4@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
327,"CUST-00327","Client_Hash_88a646b82347c740","usr_1fa9017d0a352b7f@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
328,"CUST-00328","Client_Hash_f2f3321297d9829c","usr_1d2917b8325b9084@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
329,"CUST-00329","Client_Hash_bb3944bb1f974837","usr_40da6b657eafbe90@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
330,"CUST-00330","Client_Hash_933b94ede7972d0a","usr_ae8705249a6b4785@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
331,"CUST-00331","Client_Hash_db6cc910e7804f0e","usr_c525bc1cecdb6d84@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
332,"CUST-00332","Client_Hash_b89bc5a056af78e0","usr_2146a781ed8bb259@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
333,"CUST-00333","Client_Hash_b8cc5607f6a34131","usr_a5453e95113f9488@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
334,"CUST-00334","Client_Hash_34d99e2bbb7c05a5","usr_88a6a481dce80eef@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
335,"CUST-00335","Client_Hash_ce38677f82935073","usr_ea466c804bd1fd2f@anon.sme","London","Gold","2024-01-15 10:00:00"
336,"CUST-00336","Client_Hash_07d346890d2a257d","usr_54862530f11907f2@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
337,"CUST-00337","Client_Hash_d6f79dfbf0cf68a6","usr_b3d113233d6a6753@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
338,"CUST-00338","Client_Hash_58c4984745a1a5e3","usr_acca0a9f0331f913@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
339,"CUST-00339","Client_Hash_d4d97367a628a6cc","usr_32100a1f3939a5de@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
340,"CUST-00340","Client_Hash_ff17ac077f30cb42","usr_f2fecc3e90f6ed32@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
341,"CUST-00341","Client_Hash_95a2720459ca3622","usr_05e9159bc1eb157a@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
342,"CUST-00342","Client_Hash_7ab8d6fe5c846ae6","usr_30c22f7bf2c5a734@anon.sme","London","Silver","2024-01-15 10:00:00"
343,"CUST-00343","Client_Hash_4296e0c7b13e5dfd","usr_f11011dc79d77a79@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
344,"CUST-00344","Client_Hash_e31745452fad379b","usr_c84d51214c92cec7@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
345,"CUST-00345","Client_Hash_0d9ed8d0cc9a8cf4","usr_5bdb4b98c7230787@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
346,"CUST-00346","Client_Hash_c7ac89c1d7abfab9","usr_0fb98e07f93c4d8f@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
347,"CUST-00347","Client_Hash_8a5e9cc81cb783a7","usr_ef1f1a649e933b11@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
348,"CUST-00348","Client_Hash_3b1e4bf671597612","usr_d6ec38cb8d9f28c5@anon.sme","London","Silver","2024-01-15 10:00:00"
349,"CUST-00349","Client_Hash_15379a6b67983686","usr_cb22c9254959e056@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
350,"CUST-00350","Client_Hash_4c36ab257d73bc66","usr_9b1f5f826f0e875b@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
351,"CUST-00351","Client_Hash_e764e64d91244d9e","usr_07baa68c310acaf3@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
352,"CUST-00352","Client_Hash_57a64c086cd12df7","usr_ab0730352930d6a0@anon.sme","London","Standard","2024-01-15 10:00:00"
353,"CUST-00353","Client_Hash_16fb4397dd5fd7de","usr_e47ee73e476ffa2e@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
354,"CUST-00354","Client_Hash_050a0902cd8f70b8","usr_58bf1af4ca9b4f3a@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
355,"CUST-00355","Client_Hash_aa6e8fa519eab0e4","usr_0c71299eda036f80@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
356,"CUST-00356","Client_Hash_c010a53947ed586f","usr_21c0463482a8adda@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
357,"CUST-00357","Client_Hash_e4de2c73ecbc4364","usr_aa7bbe0ebbc67d96@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
358,"CUST-00358","Client_Hash_bb7ffff51e707f30","usr_8d1e0ea0399a5d7f@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
359,"CUST-00359","Client_Hash_09bb6003217c3573","usr_180c0bd99b6e1764@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
360,"CUST-00360","Client_Hash_449189cc4db689d5","usr_5c644e94065359f2@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
361,"CUST-00361","Client_Hash_95b4ba05dffd64f1","usr_72a8e9889f5658f7@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
362,"CUST-00362","Client_Hash_b638cf778a9d3c26","usr_aa6395c784b518db@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
363,"CUST-00363","Client_Hash_74493d84b7a8be61","usr_9be5781b89e5163c@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
364,"CUST-00364","Client_Hash_ffd17875f1592f6e","usr_3e82a00a2a680356@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
365,"CUST-00365","Client_Hash_4c54a050e2dc3f37","usr_13975b8618173555@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
366,"CUST-00366","Client_Hash_47c3ce3ee73eb043","usr_13738392672d2c9d@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
367,"CUST-00367","Client_Hash_25fb8f97dd08947e","usr_8de29dfecba32b2a@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
368,"CUST-00368","Client_Hash_14d5a4efdf4c2d77","usr_aa4e8de866532eb7@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
369,"CUST-00369","Client_Hash_7e4e7618f7e557c2","usr_4a37bfb4928c8325@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
370,"CUST-00370","Client_Hash_2152cc732de57680","usr_26fb60c0bcba306c@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
371,"CUST-00371","Client_Hash_721eddcd0976989c","usr_148b7ca0dbd66721@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
372,"CUST-00372","Client_Hash_1fc9ca347f24a08c","usr_4e81eebbbfb977ec@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
373,"CUST-00373","Client_Hash_79cc084c36742711","usr_7f1b5aea7258f52b@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
374,"CUST-00374","Client_Hash_25821eec9d15da89","usr_9c4460f6673ed98b@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
375,"CUST-00375","Client_Hash_c1a0371842136d37","usr_35484ab276842d86@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
376,"CUST-00376","Client_Hash_686d0644def512bd","usr_33d1277d1f76c056@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
377,"CUST-00377","Client_Hash_cfd7deed59aabaeb","usr_67f68fd15bcfaeaa@anon.sme","London","Gold","2024-01-15 10:00:00"
378,"CUST-00378","Client_Hash_838e1fbb96572f2c","usr_d66c28de81e190b2@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
379,"CUST-00379","Client_Hash_290f121d2d57c8bd","usr_abfe7e3c76d70225@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
380,"CUST-00380","Client_Hash_2bbf8c5e98633105","usr_8af1ec1fe4570e55@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
381,"CUST-00381","Client_Hash_65e83906a95a4aee","usr_1801d700ab3c5c4d@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
382,"CUST-00382","Client_Hash_1806e671fe67ae53","usr_9ea26363cbdcc15c@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
